system_name,id,manufacturer_id,source_document_id,source_chunk_id,production_component_id,sku,name,description,category,uom,length_mm,width_mm,height_mm,thickness_mm,depth_mm,gauge_mm,diameter_mm,roll_m,weight_kg,pieces,volume_ml,weight_g,pack_format,supplier_pack_qty,supplier_pack_uom,supplier_pack_note,material,finish,colour,profile,texture,coverage_m2,image_url,website_url,parser_notes,extracted_at,sort_order,extraction_confidence,verification_status,verified_by,verified_at,reviewer_notes,created_at,updated_at
GAL Sealed Cavity Unit,,,,,,,38mm Pencil Round Architrave,38mm Pencil Round Architrave also available,Architrave,,,38,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,124,,pending_review,,,,,
GAL Sealed Cavity Unit,,,,,,,Recessed closing jamb,Conceals door edges eliminating gaps; provides improved room climate control,Jamb,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,125,,pending_review,,,,,
GAL Sealed Cavity Unit,,,,,,,Flat jambs,Flat jambs are also available,Jamb,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,126,,pending_review,,,,,
GAL Sealed Cavity Unit,,,,,,,Noggins,Perfectly placed noggins makes installing of lining a breeze,Cavity component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,127,,pending_review,,,,,
Fire Doors,,,,,,,Vision Panels,Vision Panels available,Fire door component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,128,,pending_review,,,,,
Fire Doors,,,,,,,Robax Vision Panel,Robax Vision Panel shown,Fire door component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,129,,pending_review,,,,,
Fire Doors,,,,,,,Cladding,Cladding available,Fire door component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,130,,pending_review,,,,,
Fire Doors,,,,,,,Air Grilles,Air Grilles available,Fire door component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,131,,pending_review,,,,,
Fire Doors,,,,,,,Fire rated Steel Door Frames,Match with fire rated Steel Door Frames,Frame,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,132,,pending_review,,,,,
Fire Doors,,,,,,,Metal Inner Plates,"Metal inner plates for hinges, lock and closer",Fire door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,133,,pending_review,,,,,
Fire Doors,,,,,,,Hinges,Metal inner plates for hinges shown in fire door construction,Door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,134,,pending_review,,,,,
Fire Doors,,,,,,,Lock,Metal inner plates for lock shown in fire door construction,Door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,135,,pending_review,,,,,
Fire Doors,,,,,,,Closer,Metal inner plates for closer shown in fire door construction,Door closer,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,136,,pending_review,,,,,
